Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Time Since Purchase
1101,-0.06713236866821393,1,0,2020-02-10,0,2,2,2,2023-06-01 21:17:52,2023-06-01 11:17:48,1,1.8618589979967324
1102,1.501986390074479,0,41,2021-12-16,1,0,0,0,2023-06-01 04:38:52,2023-06-01 08:01:52,0,-2.0387147577150455
1103,-1.309351386006179,0,8,2021-09-10,4,1,2,0,,2023-06-01 11:17:48,0,0.006919478613797977
1104,-1.1132115411633425,0,19,2021-08-09,2,2,0,1,2023-06-01 18:59:56,2023-06-01 11:17:48,1,-1.293271773290128
1105,-1.6362511274109066,2,32,2020-08-06,2,0,0,3,2023-06-01 16:35:58,2023-06-01 07:58:58,0,0.8332632520460709
1106,0.19438742445556823,2,2,2021-11-05,2,2,3,1,2023-06-01 13:51:00,2023-06-01 11:17:48,0,-1.801791018479219
1107,0.8481869072650235,1,29,2020-03-25,2,2,2,2,2023-06-01 19:28:01,2023-06-01 11:17:48,1,1.607599375402187
1108,-0.9170716963205059,1,31,2021-10-28,0,2,1,2,2023-06-01 06:12:02,2023-06-01 11:17:48,1,-1.7555619961893016
1109,0.19438742445556823,0,30,2020-05-06,0,1,0,2,,2023-06-01 11:17:48,0,0.006919478613797977
1110,-0.5247920066348326,1,28,2020-06-22,1,0,2,1,2023-06-01 01:09:05,2023-06-01 20:03:05,1,1.0933015024268562
1111,-0.197892265230105,2,17,2021-05-10,2,0,2,1,2023-06-01 17:48:07,2023-06-01 07:17:07,1,-0.767416644742318
1112,-0.7863117997586148,1,29,2021-06-12,3,2,2,3,2023-06-01 13:44:09,2023-06-01 11:17:48,1,-0.9581113616882271
1113,0.06362752789367715,2,22,2021-05-12,4,2,2,1,2023-06-01 00:34:11,2023-06-01 11:17:48,1,-0.7789739003147973
1114,-1.2439714377252336,0,11,2020-12-08,2,0,0,3,2023-06-01 00:58:11,2023-06-01 09:57:11,0,0.11671340655235173
1115,0.19438742445556823,0,35,2021-11-08,0,2,1,1,2023-06-01 07:57:12,2023-06-01 11:17:48,1,-1.819126901837938
1116,1.4366064417935334,0,12,2020-04-26,0,1,1,2,,2023-06-01 11:17:48,0,0.006919478613797977
1117,-0.2632722135110505,0,21,2020-07-10,2,1,3,0,,2023-06-01 11:17:48,1,0.006919478613797977
1118,-0.7209318514776692,0,17,2020-12-07,4,0,0,3,2023-05-31 22:42:17,2023-06-01 01:43:17,1,0.11671340655235173
1119,1.3058465452316423,0,2,2021-07-22,4,1,0,2,,2023-06-01 11:17:48,0,0.006919478613797977
1120,-1.178591489444288,0,13,2021-12-22,2,2,1,1,2023-06-01 04:20:18,2023-06-01 11:17:48,0,-2.0733865244324834
1121,1.501986390074479,2,32,2021-07-02,0,1,2,0,,2023-06-01 11:17:48,1,0.006919478613797977
1122,-0.13251231694915946,2,10,2021-04-18,4,2,0,3,2023-06-01 13:11:21,2023-06-01 11:17:48,0,-0.6402868334450451
1123,0.19438742445556823,1,6,2020-03-12,4,2,0,3,2023-06-01 01:54:23,2023-06-01 11:17:48,0,1.6827215366233026
1124,-1.178591489444288,1,22,2021-08-17,4,2,0,2,2023-06-01 04:08:25,2023-06-01 11:17:48,1,-1.3395007955800453
1125,-1.5054912308490156,0,8,2021-10-03,3,0,1,3,2023-06-01 09:04:27,2023-06-01 06:55:27,1,-1.61109630153331
1126,0.1290074761746227,0,35,2020-07-02,1,2,2,0,2023-06-01 12:46:29,2023-06-01 11:17:48,1,1.0355152245644594
1127,-1.3747313342871246,2,31,2021-03-13,4,0,1,3,2023-06-01 19:14:29,2023-06-01 11:16:29,1,-0.432256233140417
1128,-0.8516917480395603,2,35,2021-11-13,1,1,1,3,,2023-06-01 11:17:48,1,0.006919478613797977
1129,-1.2439714377252336,1,34,2021-07-06,4,1,2,2,,2023-06-01 11:17:48,0,0.006919478613797977
1130,1.1750866486697513,2,10,2021-02-04,3,0,3,3,2023-06-01 04:19:34,2023-06-01 01:58:34,0,-0.2184470050495492
1131,1.6981262349173154,2,21,2020-11-19,1,2,3,0,2023-05-31 23:15:35,2023-06-01 11:17:48,1,0.2207287067046658
1132,-0.4594120583538871,1,16,2021-10-26,0,1,3,1,,2023-06-01 11:17:48,1,0.006919478613797977
1133,-1.2439714377252336,2,36,2021-05-12,4,2,3,3,2023-06-01 13:32:39,2023-06-01 11:17:48,1,-0.7789739003147973
1134,-0.0017524203872683886,0,5,2020-03-31,3,2,0,3,2023-06-01 16:11:40,2023-06-01 11:17:48,0,1.5729276086847488
1135,-1.3747313342871246,0,1,2020-06-25,4,1,0,1,,2023-06-01 11:17:48,0,0.006919478613797977
1136,-0.5247920066348326,1,21,2020-06-11,4,0,3,3,2023-06-01 05:57:42,2023-06-01 03:17:42,0,1.1568664080754925
1137,0.5212871658602959,0,40,2021-02-14,4,2,3,3,2023-06-01 07:53:44,2023-06-01 11:17:48,1,-0.2762332829119459
1138,0.782806958984078,0,27,2020-11-13,1,1,3,0,,2023-06-01 11:17:48,0,0.006919478613797977
1139,0.06362752789367715,0,23,2021-06-25,0,2,0,0,2023-06-01 17:24:47,2023-06-01 11:17:48,1,-1.0332335229093428
1140,-0.9170716963205059,0,7,2021-08-16,3,2,2,3,2023-06-01 13:01:48,2023-06-01 11:17:48,1,-1.3337221677938056
1141,0.1290074761746227,2,37,2021-06-11,3,1,0,0,,2023-06-01 11:17:48,1,0.006919478613797977
1142,0.5866671141412414,1,30,2020-06-08,2,2,1,2,2023-06-01 19:42:52,2023-06-01 11:17:48,0,1.1742022914342114
1143,-0.06713236866821393,0,40,2020-04-11,4,0,0,2,2023-06-01 05:12:54,2023-06-01 09:58:54,1,1.5093627030361123
1144,-1.2439714377252336,1,11,2021-12-27,0,2,0,0,2023-06-01 02:35:55,2023-06-01 11:17:48,0,-2.102279663363682
1145,-0.7863117997586148,2,19,2020-01-22,0,2,2,1,2023-06-01 12:26:56,2023-06-01 11:17:48,0,1.971652925935286
1146,-0.06713236866821393,2,25,2020-12-09,2,0,1,3,2023-06-01 16:24:58,2023-06-01 20:57:58,0,0.11093477876611205
1147,1.04432675210786,1,31,2020-05-04,3,2,1,0,2023-06-01 06:48:59,2023-06-01 11:17:48,1,1.3764542639526
1148,-0.5247920066348326,0,12,2021-12-08,1,1,1,1,,2023-06-01 11:17:48,0,0.006919478613797977
1149,0.9789468038269146,1,24,2021-01-28,4,2,3,3,2023-06-01 00:03:03,2023-06-01 11:17:48,0,-0.1779966105458715
1150,0.06362752789367715,1,9,2020-10-29,0,2,0,1,2023-06-01 14:40:04,2023-06-01 11:17:48,1,0.34785851800193857
1151,0.3251473210174593,2,36,2021-03-01,0,0,1,2,2023-06-01 07:17:06,2023-06-01 10:23:06,0,-0.36291269970554096
1152,1.1750866486697513,2,36,2020-05-16,1,2,2,2,2023-06-01 15:39:08,2023-06-01 11:17:48,1,1.3071107305177239
1153,-0.13251231694915946,2,20,2021-07-25,1,2,1,0,2023-06-01 02:25:09,2023-06-01 11:17:48,1,-1.2065923564965328
1154,-1.5054912308490156,1,7,2020-06-18,3,0,1,3,2023-06-01 01:35:10,2023-06-01 21:30:10,0,1.1164160135718149
1155,0.1290074761746227,2,24,2021-07-14,3,2,0,2,2023-06-01 06:32:12,2023-06-01 11:17:48,0,-1.1430274508478966
1156,-1.309351386006179,1,38,2020-05-31,3,1,3,1,,2023-06-01 11:17:48,1,0.006919478613797977
1157,0.9789468038269146,2,8,2020-11-26,2,2,2,3,2023-06-01 06:53:15,2023-06-01 11:17:48,1,0.18605693998722778
1158,-1.5054912308490156,1,14,2021-04-15,0,0,2,3,2023-06-01 21:16:16,2023-06-01 15:11:16,0,-0.6229509500863262
1159,0.8481869072650235,0,35,2021-09-10,0,2,0,0,2023-06-01 02:04:17,2023-06-01 11:17:48,0,-1.4781878624497975
1160,1.1097067003888057,0,13,2021-04-14,4,1,2,1,,2023-06-01 11:17:48,0,0.006919478613797977
1161,0.1290074761746227,1,29,2020-06-05,1,2,3,0,2023-06-01 18:44:19,2023-06-01 11:17:48,0,1.1915381747929306
1162,-1.5054912308490156,2,26,2020-01-08,1,2,0,2,2023-06-01 06:55:19,2023-06-01 11:17:48,1,2.0525537149426416
1163,-0.8516917480395603,0,2,2020-02-15,2,2,3,0,2023-06-01 06:59:21,2023-06-01 11:17:48,1,1.832965859065534
1164,-1.5054912308490156,2,5,2021-05-13,0,2,0,0,2023-06-01 08:56:23,2023-06-01 11:17:48,0,-0.7847525281010369
1165,-1.7016310756918522,0,40,2020-05-20,3,0,0,2,2023-06-01 10:33:25,2023-05-31 23:12:25,1,1.2839962193727652
1166,0.5866671141412414,0,22,2020-09-22,4,0,3,0,2023-05-31 23:15:27,2023-06-01 08:19:27,0,0.5558891183065667
1167,-1.2439714377252336,2,37,2021-04-23,1,0,3,2,2023-06-01 13:23:28,2023-06-01 02:51:28,0,-0.6691799723762435
1168,0.1290074761746227,0,31,2020-11-27,1,2,1,2,2023-06-01 20:49:29,2023-06-01 11:17:48,1,0.1802783122009881
1169,1.5673663383554244,0,13,2020-04-30,2,0,3,1,2023-06-01 17:25:31,2023-06-01 13:07:31,0,1.3995687750975587
1170,0.7174270107031325,0,9,2020-03-03,4,2,0,1,2023-06-01 00:53:33,2023-06-01 11:17:48,0,1.7347291866994596
1171,-1.5054912308490156,0,35,2021-05-12,0,2,3,1,2023-06-01 18:38:35,2023-06-01 11:17:48,0,-0.7789739003147973
1172,1.4366064417935334,0,1,2020-06-24,4,0,1,1,2023-06-01 13:55:35,2023-06-01 18:03:35,0,1.0817442468543768
1173,1.4366064417935334,0,27,2020-05-01,3,2,0,2,2023-05-31 23:05:37,2023-06-01 11:17:48,0,1.3880115195250793
1174,-1.7016310756918522,0,10,2020-11-09,0,1,2,0,,2023-06-01 11:17:48,1,0.006919478613797977
1175,-1.2439714377252336,1,15,2020-04-03,1,0,1,2,2023-06-01 07:45:40,2023-06-01 13:23:40,1,1.5555917253260299
1176,-1.309351386006179,0,31,2020-06-24,3,1,1,2,,2023-06-01 11:17:48,1,0.006919478613797977
1177,1.1750866486697513,1,39,2021-04-06,0,1,2,2,,2023-06-01 11:17:48,0,0.006919478613797977
1178,-0.3286521617919961,1,30,2020-06-19,1,0,2,0,2023-06-01 09:51:45,2023-06-01 20:02:45,1,1.1106373857855751
1179,-1.047831592882397,2,4,2020-03-06,0,1,2,1,,2023-06-01 11:17:48,0,0.006919478613797977
1180,0.1290074761746227,1,20,2021-10-08,3,2,1,2,2023-06-01 05:33:48,2023-06-01 11:17:48,0,-1.6399894404645081
1181,0.1290074761746227,2,1,2021-10-25,4,1,0,2,,2023-06-01 11:17:48,0,0.006919478613797977
1182,-0.06713236866821393,0,4,2021-02-07,0,2,3,2,2023-06-01 07:31:52,2023-06-01 11:17:48,1,-0.2357828884082682
1183,-0.13251231694915946,1,38,2021-02-11,0,0,3,0,2023-06-01 19:49:54,2023-06-01 02:05:54,0,-0.2588973995532269
1184,-0.3940321100729416,1,25,2021-03-08,4,0,1,0,2023-06-01 17:53:55,2023-06-01 19:17:55,1,-0.4033630942092187
1185,-1.3747313342871246,0,20,2020-10-18,4,2,1,0,2023-06-01 08:18:56,2023-06-01 11:17:48,1,0.41142342365057494
1186,0.6520470624221869,0,40,2021-02-23,0,0,1,0,2023-06-01 18:04:57,2023-06-01 17:00:57,0,-0.3282409329881029
1187,0.3905272692984048,1,34,2020-06-11,3,1,0,2,,2023-06-01 11:17:48,1,0.006919478613797977
1188,0.6520470624221869,0,38,2020-12-14,4,0,3,1,2023-06-01 09:13:59,2023-06-01 08:09:59,0,0.0820416398349137
1189,-1.5054912308490156,1,9,2020-06-13,3,0,0,1,2023-06-01 02:13:00,2023-06-01 00:14:00,1,1.145309152503013
1190,0.3251473210174593,0,5,2020-06-11,1,0,3,0,2023-06-01 00:14:02,2023-06-01 06:15:02,1,1.1568664080754925
1191,-0.3940321100729416,1,16,2020-12-06,4,0,2,2,2023-06-01 10:52:04,2023-06-01 20:12:04,1,0.12827066212483107
1192,-1.3747313342871246,0,25,2021-03-13,4,1,0,3,,2023-06-01 11:17:48,1,0.006919478613797977
1193,-0.8516917480395603,1,21,2020-06-29,2,1,2,0,,2023-06-01 11:17:48,1,0.006919478613797977
1194,-0.5901719549157782,0,41,2020-08-20,1,0,0,3,2023-06-01 20:32:08,2023-06-01 09:41:08,0,0.7523624630387155
1195,-0.13251231694915946,0,9,2021-10-21,4,1,2,2,,2023-06-01 11:17:48,1,0.006919478613797977
1196,-0.9824516446014514,0,29,2021-08-10,3,1,2,1,,2023-06-01 11:17:48,0,0.006919478613797977
1197,-0.8516917480395603,1,5,2021-04-25,0,1,3,0,,2023-06-01 11:17:48,0,0.006919478613797977
1198,-1.2439714377252336,0,11,2021-05-02,2,1,2,2,,2023-06-01 11:17:48,1,0.006919478613797977
1199,0.6520470624221869,2,11,2021-12-04,3,0,2,3,2023-06-01 21:29:15,2023-06-01 02:44:15,0,-1.9693712242801695
1200,0.19438742445556823,0,3,2020-10-17,4,1,0,3,,2023-06-01 11:17:48,1,0.006919478613797977
1201,0.25976737273651374,2,11,2020-03-31,2,1,3,1,,2023-06-01 11:17:48,1,0.006919478613797977
1202,-1.047831592882397,0,10,2021-02-07,2,1,3,0,,2023-06-01 11:17:48,1,0.006919478613797977
1203,-0.7863117997586148,1,31,2021-02-21,2,2,1,0,2023-06-01 16:14:20,2023-06-01 11:17:48,0,-0.3166836774156236
1204,1.1097067003888057,1,8,2020-12-29,4,2,0,0,2023-06-01 00:08:21,2023-06-01 11:17:48,0,-0.004637776958681365
1205,-1.5708711791299612,2,25,2020-05-11,1,2,2,0,2023-06-01 02:51:22,2023-06-01 11:17:48,1,1.3360038694489222
1206,-1.1132115411633425,0,12,2021-01-16,3,0,2,2,2023-06-01 08:26:24,2023-06-01 18:24:24,1,-0.10865307711099544
1207,-0.5901719549157782,1,2,2020-11-29,4,1,1,2,,2023-06-01 11:17:48,0,0.006919478613797977
1208,0.5212871658602959,0,21,2020-08-24,0,0,3,1,2023-06-01 15:07:27,2023-06-01 16:40:27,1,0.7292479518937568
1209,-0.8516917480395603,2,2,2020-07-02,2,0,3,2,2023-06-01 11:46:28,2023-06-01 13:16:28,1,1.0355152245644594
1210,-0.5247920066348326,2,27,2021-12-01,0,2,3,2,2023-06-01 16:11:29,2023-06-01 11:17:48,0,-1.9520353409214504
1211,-0.197892265230105,0,21,2021-11-27,4,2,3,0,2023-06-01 18:16:30,2023-06-01 11:17:48,1,-1.9289208297764917
1212,-1.047831592882397,2,30,2020-05-05,1,1,1,2,,2023-06-01 11:17:48,0,0.006919478613797977
1213,1.3712264935125877,1,16,2021-09-14,0,0,1,0,2023-06-01 09:24:33,2023-06-01 14:11:33,1,-1.5013023735947562
1214,0.4559072175793503,1,5,2020-02-15,2,2,3,0,2023-06-01 02:55:35,2023-06-01 11:17:48,1,1.832965859065534
1215,0.4559072175793503,0,18,2021-02-15,2,1,1,3,,2023-06-01 11:17:48,1,0.006919478613797977
1216,0.4559072175793503,0,29,2021-07-18,2,2,2,1,2023-06-01 02:28:39,2023-06-01 11:17:48,1,-1.1661419619928552
1217,-1.309351386006179,2,22,2021-03-12,3,0,0,1,2023-06-01 02:43:41,2023-06-01 22:07:41,1,-0.42647760535417734
1218,-0.9170716963205059,0,41,2020-09-16,1,0,3,0,2023-06-01 19:40:42,2023-06-01 01:14:42,0,0.5963395128102444
1219,-0.9824516446014514,0,3,2020-02-07,1,1,2,2,,2023-06-01 11:17:48,0,0.006919478613797977
1220,-1.5054912308490156,1,18,2020-06-17,4,2,1,0,2023-06-01 00:33:46,2023-06-01 11:17:48,0,1.1221946413580544
1221,-0.6555519031967237,1,32,2020-09-24,0,1,2,2,,2023-06-01 11:17:48,0,0.006919478613797977
1222,-1.1132115411633425,2,2,2021-09-04,2,2,0,1,2023-06-01 10:31:49,2023-06-01 11:17:48,0,-1.4435160957323594
1223,-1.047831592882397,2,21,2021-08-21,2,1,0,1,,2023-06-01 11:17:48,1,0.006919478613797977
1224,0.9135668555459691,2,3,2020-09-18,0,0,2,1,2023-06-01 10:05:51,2023-06-01 04:53:51,1,0.5847822572377651
1225,-1.5708711791299612,2,25,2020-09-26,0,1,0,3,,2023-06-01 11:17:48,1,0.006919478613797977
1226,1.4366064417935334,2,3,2021-06-11,3,2,2,3,2023-06-01 02:56:55,2023-06-01 11:17:48,0,-0.9523327339019874
1227,0.8481869072650235,2,33,2020-02-10,1,2,2,0,2023-06-01 10:51:55,2023-06-01 11:17:48,0,1.8618589979967324
1228,0.782806958984078,2,16,2021-08-05,0,1,1,2,,2023-06-01 11:17:48,1,0.006919478613797977
1229,0.9135668555459691,2,37,2021-07-23,1,0,0,1,2023-06-01 19:31:59,2023-06-01 17:04:59,1,-1.1950351009240536
1230,-0.5247920066348326,2,30,2020-01-15,3,2,2,2,2023-06-01 17:40:00,2023-06-01 11:17:48,1,2.0121033204389636
1231,-1.4401112825680702,0,12,2021-04-25,2,2,3,1,2023-06-01 11:23:00,2023-06-01 11:17:48,1,-0.6807372279487228
1232,1.4366064417935334,2,0,2020-01-11,1,0,0,3,2023-06-01 12:03:02,2023-06-01 03:16:02,0,2.0352178315839224
1233,-1.4401112825680702,0,28,2020-08-13,4,2,3,1,2023-06-01 06:36:05,2023-06-01 11:17:48,0,0.7928128575423932
1234,-1.6362511274109066,2,34,2021-03-28,2,1,1,0,,2023-06-01 11:17:48,0,0.006919478613797977
1235,0.8481869072650235,2,34,2021-01-29,3,1,1,1,,2023-06-01 11:17:48,1,0.006919478613797977
1236,1.3058465452316423,1,28,2021-11-08,4,1,1,1,,2023-06-01 11:17:48,1,0.006919478613797977
1237,0.8481869072650235,1,32,2020-01-28,4,1,0,0,,2023-06-01 11:17:48,1,0.006919478613797977
1238,-1.309351386006179,1,30,2020-08-02,3,1,1,0,,2023-06-01 11:17:48,0,0.006919478613797977
1239,-1.178591489444288,1,19,2021-06-08,3,2,1,2,2023-06-01 12:58:11,2023-06-01 11:17:48,0,-0.9349968505432684
1240,-1.6362511274109066,2,7,2020-02-25,1,0,0,1,2023-06-01 01:08:12,2023-06-01 21:48:12,1,1.7751795812031372
1241,0.4559072175793503,0,33,2020-02-16,2,2,0,1,2023-06-01 15:25:14,2023-06-01 11:17:48,0,1.8271872312792943
1242,-0.06713236866821393,0,25,2021-10-11,1,1,0,2,,2023-06-01 11:17:48,1,0.006919478613797977
1243,0.3905272692984048,0,19,2020-07-17,0,0,2,2,2023-06-01 19:36:16,2023-06-01 05:41:16,0,0.9488358077708643
1244,-1.5708711791299612,1,24,2021-01-01,4,1,2,1,,2023-06-01 11:17:48,1,0.006919478613797977
1245,-1.178591489444288,2,9,2020-07-24,2,2,1,3,2023-06-01 16:59:18,2023-06-01 11:17:48,1,0.9083854132671866
1246,-0.9824516446014514,1,23,2021-08-03,3,1,2,0,,2023-06-01 11:17:48,0,0.006919478613797977
1247,-0.9170716963205059,1,3,2021-05-28,0,1,3,2,,2023-06-01 11:17:48,1,0.006919478613797977
1248,-0.3940321100729416,0,30,2021-08-14,3,0,1,3,2023-06-01 21:10:23,2023-06-01 00:17:23,1,-1.3221649122213264
1249,-0.4594120583538871,1,22,2021-01-08,4,1,0,0,,2023-06-01 11:17:48,1,0.006919478613797977
1250,-0.2632722135110505,1,22,2021-02-02,0,0,1,2,2023-06-01 19:45:26,2023-06-01 15:05:26,0,-0.20688974947706984
1251,0.9135668555459691,1,5,2020-09-18,1,2,2,2,2023-06-01 05:29:27,2023-06-01 11:17:48,1,0.5847822572377651
1252,0.06362752789367715,1,7,2020-07-07,0,1,1,0,,2023-06-01 11:17:48,1,0.006919478613797977
1253,1.63274628663637,0,34,2020-10-18,1,1,0,3,,2023-06-01 11:17:48,1,0.006919478613797977
1254,-1.4401112825680702,1,8,2021-05-15,2,1,0,0,,2023-06-01 11:17:48,1,0.006919478613797977
1255,-0.13251231694915946,0,11,2021-04-02,0,1,1,3,,2023-06-01 11:17:48,1,0.006919478613797977
1256,-0.3940321100729416,2,16,2020-10-14,4,0,1,3,2023-05-31 23:09:36,2023-06-01 18:36:36,0,0.42875930700929393
1257,0.782806958984078,2,18,2021-12-13,3,0,3,1,2023-06-01 02:44:37,2023-06-01 02:03:37,1,-2.0213788743563263
1258,-0.2632722135110505,0,5,2021-06-23,4,1,3,1,,2023-06-01 11:17:48,1,0.006919478613797977
1259,-0.06713236866821393,1,20,2020-12-21,2,2,2,1,2023-06-01 04:12:40,2023-06-01 11:17:48,0,0.041591245331236
1260,-1.047831592882397,0,29,2020-04-18,0,2,2,1,2023-06-01 10:38:40,2023-06-01 11:17:48,0,1.4689123085324347
1261,-0.5901719549157782,1,18,2021-08-08,3,2,1,0,2023-06-01 08:51:42,2023-06-01 11:17:48,1,-1.2874931455038883
1262,-1.5708711791299612,0,32,2020-03-15,0,1,1,1,,2023-06-01 11:17:48,0,0.006919478613797977
1263,-1.7016310756918522,1,10,2021-11-27,1,1,0,1,,2023-06-01 11:17:48,1,0.006919478613797977
1264,-1.4401112825680702,2,33,2021-09-15,1,2,2,3,2023-06-01 14:12:44,2023-06-01 11:17:48,0,-1.5070810013809959
1265,-0.5901719549157782,1,37,2021-01-16,4,0,2,1,2023-06-01 12:07:46,2023-05-31 23:43:46,1,-0.10865307711099544
1266,1.1750866486697513,0,26,2021-08-31,0,0,0,3,2023-06-01 16:26:47,2023-06-01 20:38:47,0,-1.4204015845874007
1267,-1.1132115411633425,2,11,2021-07-04,4,0,2,0,2023-06-01 21:22:49,2023-06-01 16:53:49,1,-1.0852411729854998
1268,-0.9170716963205059,0,40,2021-12-06,3,1,3,2,,2023-06-01 11:17:48,1,0.006919478613797977
1269,-1.7016310756918522,2,30,2020-08-24,1,1,1,2,,2023-06-01 11:17:48,1,0.006919478613797977
1270,1.1750866486697513,0,9,2020-12-04,0,0,1,2,2023-06-01 06:48:53,2023-06-01 16:40:53,0,0.1398279176973104
1271,-0.06713236866821393,1,30,2020-07-17,1,2,3,1,2023-06-01 04:06:54,2023-06-01 11:17:48,0,0.9488358077708643
1272,0.19438742445556823,1,22,2020-07-21,1,0,0,0,2023-06-01 12:21:55,2023-06-01 10:56:55,0,0.9257212966259056
1273,-1.5054912308490156,0,2,2020-05-07,0,2,2,3,2023-06-01 11:53:56,2023-06-01 11:17:48,1,1.359118380593881
1274,1.1750866486697513,1,21,2021-08-15,4,2,1,0,2023-06-01 02:21:58,2023-06-01 11:17:48,0,-1.327943540007566
1275,1.04432675210786,1,34,2020-05-01,3,2,2,1,2023-06-01 03:01:58,2023-06-01 11:17:48,0,1.393790147311319
1276,-0.3286521617919961,2,9,2021-04-05,3,2,1,2,2023-06-01 10:42:00,2023-06-01 11:17:48,0,-0.5651646722239294
1277,-1.2439714377252336,1,13,2020-11-07,0,0,0,3,2023-06-01 04:04:02,2023-06-01 02:01:02,0,0.2958508679257815
1278,-0.9824516446014514,0,5,2020-11-29,2,0,0,1,2023-06-01 10:08:04,2023-06-01 14:58:04,0,0.16872105662850875
1279,0.25976737273651374,0,20,2021-12-15,0,0,3,1,2023-06-01 02:38:05,2023-06-01 13:09:05,0,-2.032936129928806
1280,-0.0017524203872683886,2,11,2020-09-25,0,2,2,3,2023-06-01 18:07:06,2023-06-01 11:17:48,0,0.5443318627340874
1281,0.5866671141412414,2,10,2021-07-04,3,0,3,1,2023-06-01 04:51:07,2023-06-01 14:27:07,1,-1.0852411729854998
1282,0.6520470624221869,1,17,2020-11-29,1,2,2,1,2023-06-01 15:19:09,2023-06-01 11:17:48,0,0.16872105662850875
1283,0.25976737273651374,0,17,2021-05-16,2,0,0,2,2023-06-01 14:48:10,2023-06-01 20:56:10,1,-0.802088411459756
1284,0.1290074761746227,0,27,2020-03-24,4,1,1,0,,2023-06-01 11:17:48,0,0.006919478613797977
1285,-0.13251231694915946,1,2,2021-01-31,4,1,2,2,,2023-06-01 11:17:48,1,0.006919478613797977
1286,-0.2632722135110505,1,11,2021-10-23,2,2,1,0,2023-06-01 05:13:14,2023-06-01 11:17:48,1,-1.7266688572581033
1287,-1.5054912308490156,2,18,2021-03-06,4,2,3,0,2023-06-01 21:57:16,2023-06-01 11:17:48,1,-0.3918058386367393
1288,-0.5247920066348326,2,22,2021-12-28,4,2,0,3,2023-06-01 00:23:18,2023-06-01 11:17:48,0,-2.1080582911499217
1289,-0.6555519031967237,0,38,2021-06-06,1,1,2,1,,2023-06-01 11:17:48,0,0.006919478613797977
1290,-1.4401112825680702,2,7,2021-10-07,3,2,3,3,2023-06-01 02:55:21,2023-06-01 11:17:48,1,-1.6342108126782686
1291,-0.13251231694915946,0,14,2021-03-15,2,2,3,3,2023-06-01 04:56:23,2023-06-01 11:17:48,0,-0.44381348871289633
1292,0.4559072175793503,0,41,2020-05-09,4,1,0,2,,2023-06-01 11:17:48,1,0.006919478613797977
1293,1.1097067003888057,1,19,2020-03-21,2,1,1,0,,2023-06-01 11:17:48,0,0.006919478613797977
1294,0.3905272692984048,2,10,2020-06-15,1,0,0,0,2023-06-01 20:52:27,2023-06-01 00:27:27,1,1.1337518969305338
1295,0.1290074761746227,0,14,2021-08-03,3,2,3,3,2023-06-01 13:07:29,2023-06-01 11:17:48,1,-1.2586000065726899
1296,-1.5054912308490156,1,25,2021-11-22,1,0,3,1,2023-06-01 03:40:30,2023-06-01 05:41:30,0,-1.9000276908452933
1297,1.4366064417935334,1,1,2020-02-10,0,0,2,3,2023-06-01 05:42:32,2023-06-01 07:50:32,0,1.8618589979967324
1298,-0.7209318514776692,2,40,2021-09-29,2,2,1,3,2023-06-01 02:10:32,2023-06-01 11:17:48,1,-1.587981790388351
1299,1.2404665969506967,0,23,2020-03-25,0,0,1,2,2023-06-01 05:26:33,2023-06-01 01:53:33,1,1.607599375402187
1300,-0.197892265230105,2,24,2021-07-01,3,2,2,1,2023-06-01 20:02:35,2023-06-01 11:17:48,0,-1.0679052896267809
1301,1.2404665969506967,1,35,2020-01-13,3,0,2,3,2023-06-01 07:16:37,2023-06-01 13:44:37,0,2.023660576011443
1302,-1.309351386006179,0,38,2021-05-03,1,2,2,2,2023-06-01 04:28:37,2023-06-01 11:17:48,1,-0.7269662502386403
1303,1.2404665969506967,0,16,2020-08-25,4,2,2,1,2023-06-01 21:49:38,2023-06-01 11:17:48,0,0.7234693241075172
1304,-1.4401112825680702,2,14,2020-04-03,2,2,0,2,2023-06-01 10:26:39,2023-06-01 11:17:48,0,1.5555917253260299
1305,-1.309351386006179,1,31,2021-07-20,2,2,2,1,2023-06-01 00:11:39,2023-06-01 11:17:48,0,-1.1776992175653345
1306,1.4366064417935334,0,20,2020-07-09,1,0,1,2,2023-06-01 04:08:40,2023-06-01 08:57:40,0,0.9950648300607817
1307,1.2404665969506967,2,24,2020-01-27,3,0,0,0,2023-06-01 09:19:41,2023-06-01 03:26:41,1,1.9427597870040878
1308,1.4366064417935334,1,39,2020-10-03,2,1,1,1,,2023-06-01 11:17:48,0,0.006919478613797977
1309,-0.4594120583538871,2,17,2020-08-05,2,2,1,0,2023-06-01 10:36:44,2023-06-01 11:17:48,0,0.8390418798323106
1310,0.9789468038269146,1,25,2021-07-17,0,0,3,1,2023-06-01 16:42:46,2023-06-01 08:12:46,0,-1.1603633342066155
1311,0.782806958984078,2,6,2020-03-09,2,0,0,3,2023-06-01 19:34:48,2023-06-01 06:04:48,1,1.7000574199820215
1312,1.3712264935125877,0,36,2021-02-16,3,0,3,3,2023-06-01 03:05:49,2023-06-01 05:06:49,0,-0.28779053848442526
1313,-0.7209318514776692,0,11,2020-12-25,1,2,0,1,2023-06-01 06:51:50,2023-06-01 11:17:48,0,0.018476734186277318
